"Case","Case Name","Region","Status","Date Filed","Date Closed","Reason Closed","City","State","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Employees on charge/petition","Allegations","Union","Unit Sought","Voters","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit","stable_address_key","match_type"
"20-RC-384747","Sutter Visiting Nurse Association and Hospice, dba Sutter Care at Home","Region 20, San Francisco, California","Open","04/13/2026","","","Santa Rosa","CA","A","Single Labor Organization","Initial","05/13/2026",110,NA,"National Union of Healthcare Workers (NUHW)",64,"",NA,"",NA,16,80,"",8,"","National Union of Healthcare Workers (NUHW)","VOTING GROUP A - PROFESSIONAL EMPLOYEES

Included: Home Health Nurse II; Home Health Case Manager; Wound Care Nurse III; Home Health MSW; Acute Physical Therapist II; Acute Physical Therapist III; Acute Occupational Therapist II; and Acute Speech Language Pathologist II employed at the Employer’s at 110 Stony Point Road, Suite 200A, Santa Rosa, California facility.

Excluded: All other employees, confidential employees, employees represented by other labor organizations, guards, and supervisors as defined in the Act.

Others permitted to vote in Voting Group A: The parties have agreed that Clinical Referral Registered Nurse, Wound Care Nurse Lead, Clinical Nurse Educator III, and Home Infusion Liaison may vote in the election but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.

VOTING GROUP B - NON-PROFESSIONAL EMPLOYEES

Included: LVN II; Home Health LVN II; Physical Therapy Assistant II; and Home Health Aide employed at the Employer’s at 110 Stony Point Road, Suite 200A, Santa Rosa, California facility.

Excluded: All other employees, confidential employees, employees represented by other labor organizations, guards, and supervisors as defined in the Act.

Others permitted to vote in Voting Group B: The parties have agreed that Authorization Coordinator III; Clinical Effectiveness Consultant IV; Scheduler II; Chart Completion Representative I; Hospital Liaison (LVN); Clinical Referral LVN; and Home Health LVN Lead may vote in the election but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.
","","","",115,"","National Union of Healthcare Workers (NUHW)","Description of Unit Involved: (Sonotone ballot requested) Included: All full-time, regular part-time and per diem  pofessional, and nonprofessional
employees employed by the Employer in the following job classifications:

Group A (RN/Pros): Registered Nurse, Registered Nurse Educator, Clinical
Referral Registered Nurse, Home Health Registered Nurse, Team Registered
Nurse, Registered Nurse Case Manager, Wound Care Ostomy Nurse (WCON), Certified Wound Ostomy Continence Nurse (CWOCN), Home Infusion Therapy (HIT) Registered Nurse, Medical Social Worker, Physical Therapist, Occupational Therapist, Speech  anguage Pathologist (SLP) Group B (Non-Pros):  icensed Vocational Nurse, Licensed Vocational Nurse Coordinator, Licensed Vocational Nurse Hospital Liaison, Licensed Vocational Nurse Clinical Referral, Medical Records Specialist (MRS), Chart Completion Specialist (CCS), Educator, Intake, Physical Therapist Assistant (PTA), Home Health Aid (HHA), Quality Assurance Coordinator (QAC), Scheduler . 
Excluded: All other employees, confidential employees, employees represented by other labor organizations, guards and supervisors as defined by the National Labor Relations Act.",110,38.450412,-122.783159,"Santa Rosa, CA 95401",1,"place","TIGER/Line® dataset from the US Census Bureau","Santa Rosa","Sonoma County","CA","95401","US",1,38.5427194707389,-123.022054021612,NA,NA
"20-RC-384965","Peraton Inc.","Region 20, San Francisco, California","Open","04/16/2026","","","Waimea","HI","A","Single Labor Organization","Initial","05/26/2026",5,NA,"International Association of Machinists and Aerospace Workers, Local 1998",3,"",NA,"",NA,NA,3,"",NA,"","International Association of Machinists and Aerospace Workers, Local Lodge 1998","Included:  All full-time and regular part-time Administrative Assistants, Engineering 
		      Technicians, and Mechanical Technicians employed by the Employer at Kokee 
                  Park Geophysical Observatory.

Excluded:  All other employees, managers, security guards, and supervisors as defined by 
                   the Act.
","","","",5,"","International Association of Machinists and Aerospace Workers, Local Lodge 1998","INCLUDED: All full time and regular part time Administrative Assistants, Engineering Technicians, and Mechanical Technicians employed by the employer at Koke?e Park Geophysical Observatory. 

EXCLUDING: All other employees including those defined in the Act.",5,22.094078,-159.719913,"Waimea, HI 96796",1,"place","TIGER/Line® dataset from the US Census Bureau","Waimea","Kauai County","HI","96796","US",1,22.0373353213708,-159.87816125177,NA,NA
"20-RC-386001","Reworld Honolulu, LLC","Region 20, San Francisco, California","Open","04/30/2026","","","Kapolei","HI","","","","",NA,NA,"International Union of Operating Engineers, Local Union No. 3 AFL-CIO",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",120,"","","INCLUDED: Auxiliary Operators, Back Plant Operator, Control Room Operators, Electrical and Instrument Technicians, Lead Electrical and Instrument Technicians, Lead Maintenance Mechanics, Lead Mobile Equipment Mechanics, Lead Truck and Trailer Operators, Maintenance Mechanics, Mobile Equipment Mechanics, Painters, Truck and Trailer Operators, Turbine Operators, Utility Mechanic and Operators, and Utility Operators.

EXCLUDED: Office clerical employees, confidential employees, managers, guards and supervisors",NA,21.341784,-158.091383,"Kapolei, HI 96707",1,"place","TIGER/Line® dataset from the US Census Bureau","Kapolei","Honolulu County","HI","96707","US",1,21.1658159020115,-158.148071644225,NA,NA
"20-RC-386517","Wellpath, LLC","Region 20, San Francisco, California","Open","05/06/2026","","","Fairfield","CA","","","","",NA,NA,"National Union of Healthcare Workers (NUHW)",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",66,"","","Included:	All full-time, regular part-time and per diem professional, and non-professional employees employed by the Employer in the following job classifications:

Group A (RN/Pros): Licensed Mental Health Professional, Nurse Practitioner, Registered Nurse, Bachelor of Science in Nursing

Group B (Non-Pros): Licensed Vocational Nurse, Medical Assistant, Medical Clerk, Administrative Assistant, Scheduler
Excluded:	All other employees, confidential employees, employees represented by other labor organizations, guards and supervisors as defined by the National Labor Relations Act.

",NA,38.278428,-122.020276,"Fairfield, CA 94533",1,"place","TIGER/Line® dataset from the US Census Bureau","Fairfield","Solano County","CA","94533","US",1,38.4101538111667,-121.907980521418,NA,NA
"20-RC-386581","Avis Budget Car Rental, LLC","Region 20, San Francisco, California","Open","05/07/2026","","","Sacramento","CA","A","Single Labor Organization","Initial","05/27/2026",3,NA,"Teamsters Local 150",1,"",NA,"",NA,1,2,"",NA,"","","Included: All full-time and regular part-time employees working in the classification of Lot Attendant at the Employer’s facility located at 6520 McNair Cir., Sacramento, CA 95837, the only location involved herein.

Excluded: All other employees, all employees represented by a union, managers, supervisors, office clericals, and guards as defined in the Act.

","","","",3,"","","Included: All full-time and regular part-time lot attendants

Excluded: All other employees including guards and supervisors, as defined by the Act.",3,38.377411,-121.444429,"Sacramento, CA 94240",1,"place","TIGER/Line® dataset from the US Census Bureau","Sacramento","Sacramento County","CA","94240","US",1,38.610496653279,-121.695889955013,NA,NA
"20-RC-386625","Vivalon","Region 20, San Francisco, California","Open","05/08/2026","","","San Francisco","CA","A","Single Labor Organization","Initial","05/28/2026",22,NA,"Teamsters Local 665",10,"",NA,"",NA,9,19,"",NA,"","Teamsters Local 665","All full-time and regular part-time Drivers and Bus Attendants employed by the Employer at its 1336 Donner Avenue and 207 Skyline Boulevard facilities in San Francisco, California; excluding all other employees, guards, and supervisors as defined by the Act.","","","",10,"","Teamsters Local 665","Included:
All Bus Drivers and Bus Attendants.
Excluded:
All other employees, supervisors and guards as defined by the Act.
",22,37.776646,-122.417481,"San Francisco, CA 94101",1,"place","TIGER/Line® dataset from the US Census Bureau","San Francisco","San Francisco County","CA","94101","US",1,38.2323789269592,-122.10405634779,NA,NA
"20-RC-386672","River Valley Healthcare & Wellness Centre, LP","Region 20, San Francisco, California","Open","05/08/2026","","","Redding","CA","","","","",NA,NA,"Service Employees International Union, Local 2015",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",10,"","","Included:  All full-time, regular part-time, and on-call Registered Nurses assigned to Desk Nurse and Cart Nurse duties who are employed by the Employer at the nursing home facility currently located at 2490 Court Street, Redding, CA 96001.  
Excluded:  All other employees, managers, directors, and supervisors as defined by the National Labor Relations Act.",NA,40.600342,-122.455016,"Redding, CA 96001",1,"place","TIGER/Line® dataset from the US Census Bureau","Redding","Shasta County","CA","96001","US",1,40.5871681662777,-122.620804329206,NA,NA
"20-RC-387427","Jones Lang LaSalle Americas, Inc.","Region 20, San Francisco, California","Open","05/20/2026","","","Redwood City","CA","","","","",NA,NA,"International Union of Operating Engineers, Stationary Engineers, Local 39, AFL-CIO",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",4,"","","Included: Chief Engineer, Assistant Chief Engineer, Stationary Engineer, Utility Engineer.

Excluded: All other employees, managers, confidential employees, office clerical employees, guards, and supervisors as defined by the Act.",NA,37.462158,-122.235639,"Redwood City, CA 94061",1,"place","TIGER/Line® from the US Census Bureau","Redwood City","San Mateo County","CA","94061","US",1,37.1820126514846,-122.713066001344,NA,NA
"20-RC-387566","Surefox North America Inc","Region 20, San Francisco, California","Open","05/22/2026","","","San Francisco","CA","","","","",NA,NA,"Ripple Security Union",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",13,"","","Included: All full-time and part-time security consultants as Ripple Security Consultants at the facility located at 600 Battery Street in San Francisco, California.

Excluded: All other employees and any Flex officers that may be temporarily assigned to the Ripple site.
",NA,37.776646,-122.417481,"San Francisco, CA 94101",1,"place","TIGER/Line® from the US Census Bureau","San Francisco","San Francisco County","CA","94101","US",1,37.3593186749074,-122.476197309723,NA,NA
"20-RC-387721","Bridgestone Retail Operations, LLC","Region 20, San Francisco, California","Open","05/27/2026","","","Santa Rosa","CA","","","","",NA,NA,"Teamsters Local 665",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",10,"","","Included:
All full-time and regular part-time employees (including technicians, service advisors).

Excluded: All managers and supervisors.",NA,38.450412,-122.783159,"Santa Rosa, CA 95401",1,"place","TIGER/Line® from the US Census Bureau","Santa Rosa","Sonoma County","CA","95401","US",1,38.7318185930434,-123.005912872629,NA,NA
"20-RC-388094","San Francisco Opera","Region 20, San Francisco, California","Open","06/02/2026","","","San Francisco","CA","","","","",NA,NA,"American Federation of Musicians Local 6",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",9,"","","Included: All full-time and regular part-time Music Staff including Assistant Conductors, Associate Chorus Masters, Ballet Pianists, Directors of Music Administration, and Prompters.

Excluded: All others including guards, managers and supervisors as defined by the Act",NA,37.776646,-122.417481,"San Francisco, CA 94101",1,"place","TIGER/Line® from the US Census Bureau","San Francisco","San Francisco County","CA","94101","US",1,37.7908973883766,-122.468284020596,NA,NA
"20-RD-386359","Developmental Disabilities Service Organization","Region 20, San Francisco, California","Open","05/04/2026","","","Sacramento","CA","","","","",NA,NA,"SEIU Local 1021",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",18,"","","Included: All full time and part time direct support professionals and secretary

Excluded: Managers and confidential employees as defined in the Act",NA,38.377411,-121.444429,"Sacramento, CA 94240",1,"place","TIGER/Line® dataset from the US Census Bureau","Sacramento","Sacramento County","CA","94240","US",1,38.7261230079808,-121.77376868748,NA,NA
"20-RM-387033","San Francisco Opera","Region 20, San Francisco, California","Open","05/14/2026","","","San Francisco","CA","","","","",NA,NA,"AFM Local 6",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",13,"","","Included: Music Administrative Staff.
excluded: Excluding but not limited to supervisors, assistant conductors, and Adler Fellows.",NA,37.776646,-122.417481,"San Francisco, CA 94101",1,"place","TIGER/Line® dataset from the US Census Bureau","San Francisco","San Francisco County","CA","94101","US",1,38.1500058820399,-122.088668667875,NA,NA
"21-RC-296247","Starbucks Corporation","Region 21, Los Angeles, California","Open","05/20/2022","","","Riverside","CA","A","Single Labor Organization","Initial","07/29/2022",28,NA,"Workers United",3,"",NA,"",NA,1,4,"",NA,"","Workers United Labor Union International, affiliated with Service Employees International Union","Included:  All full-time and regular part-time Baristas and Shift Supervisors employed by the Employer at the facility currently located at 1303 University Avenue, Riverside, California. 

Others Permitted to Vote: The parties have agreed that Assistant Store Managers may vote in the election but their ballots will be challenged since their eligibility has not been resolved. No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit. The eligibility or inclusion of these individuals will be resolved, if necessary, following the election. 

Excluded:  All Store Managers, office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.","","","",24,"","Workers United a/w/ Service Employees International Union","Included:  All full time and regular part time Baristas, Shift Supervisors, and Assistant Store managers employed by the Employer at its facility currently located at 1303 University Ave. Riverside, CA 92507

Excluded:  All Store Managers, office clericals, guards and supervisors as defined by the Act",28,33.99504,-117.373184,"Riverside, CA 92501",1,"place","TIGER/Line® dataset from the US Census Bureau","Riverside","Riverside County","CA","92501","US",1,33.6554804414538,-117.082792115256,NA,NA
"21-RC-316782","Strive Well-Being, Inc.","Region 21, Los Angeles, California","Open","04/25/2023","","","Los Angeles","CA","A","Single Labor Organization","Initial","06/10/2023",113,NA,"Amalgamated Transit Union Local 1756, AFL-CIO/CLC",30,"",NA,"",NA,65,95,"",3,"","","Included:  All full-time and regular part-time ambassadors and ambassador supervisors employed by the Employer.

Excluded:  All other employees, office clerical employees, professional employees, managerial employees, guards, and supervisors defined in the Act. 

","","","",55,"","","Included:  All full-time and regular part-time transit ambassadors and transit ambassador supervisors.

Excluded:  All other employees, managers, and guards and supervisors as defined in the Act.",113,33.973951,-118.248405,"Los Angeles, CA 90001",1,"place","TIGER/Line® dataset from the US Census Bureau","Los Angeles","Los Angeles County","CA","90001","US",1,33.8166840211271,-117.898689251198,NA,NA
"21-RC-335821","Renal Advantage Inc.","Region 21, Los Angeles, California","Open","02/14/2024","","","Palm Desert","CA","A","Single Labor Organization","Initial","03/15/2024",22,NA,"SEIU United Healthcare Workers-West",10,"",NA,"",NA,8,18,"",4,"Y","","VOTING GROUP - UNIT A (PROFESSIONAL UNIT)

Included:  All full-time, regular part-time and per diem Registered Nurses (RN) and Charge RN I employed by the Employer at its facility located at 41501 Corporate Way, Palm Desert, California.

Excluded:  All other employees, Home Therapy Care Team Assistants, Licensed Practical Nurses (LPN)/Licensed Vocational Nurses (LVN), Patient Care Technicians (PCT) I, PCTs II, PCTs III, Secretary/Receptionists, Charge RN II, Bio-Medical Technicians, Social Workers, Dieticians, Clinical Educators, managerial employees, guards, confidential employees, and supervisors as defined in the Act.

Eligible to vote are all per diem employees in the units who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.","VOTING GROUP - UNIT B (NON-PROFESSIONAL UNIT)

Included:  All full-time, regular part-time, and per diem Licensed Practical Nurses (LPN)/Licensed Vocational Nurses (LVN), Patient Care Technicians (PCT) I, PCT II, PCT III, and Secretary/Receptionists employed by the Employer at its facility located at 41501 Corporate Way, Palm Desert, California.

Others Permitted to Vote:  The parties have agreed that Home Therapy Care Team Assistants may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in this classification or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, after the election.

Excluded:  All other employees, Registered Nurses (RN), Charge RN I, Charge RN II, Bio-Medical Technicians, Social Workers, Dieticians, Clinical Educators, managerial employees, guards, confidential employees, and supervisors as defined in the Act.

Eligible to vote are all per diem employees in the units who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.","VOTING GROUP - UNIT B (NON-PROFESSIONAL UNIT)

Included:  All full-time, regular part-time, and per diem Licensed Practical Nurses (LPN)/Licensed Vocational Nurses (LVN), Patient Care Technicians (PCT) I, PCT II, PCT III, and Secretary/Receptionists employed by the Employer at its facility located at 41501 Corporate Way, Palm Desert, California.

Others Permitted to Vote:  The parties have agreed that Home Therapy Care Team Assistants may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in this classification or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, after the election.

Excluded:  All other employees, Registered Nurses (RN), Charge RN I, Charge RN II, Bio-Medical Technicians, Social Workers, Dieticians, Clinical Educators, managerial employees, guards, confidential employees, and supervisors as defined in the Act.

Eligible to vote are all per diem employees in the units who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.","VOTING GROUP - UNIT B (NON-PROFESSIONAL UNIT)

Included:  All full-time, regular part-time, and per diem Licensed Practical Nurses (LPN)/Licensed Vocational Nurses (LVN), Patient Care Technicians (PCT) I, PCT II, PCT III, and Secretary/Receptionists employed by the Employer at its facility located at 41501 Corporate Way, Palm Desert, California.

Others Permitted to Vote:  The parties have agreed that Home Therapy Care Team Assistants may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in this classification or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, after the election.

Excluded:  All other employees, Registered Nurses (RN), Charge RN I, Charge RN II, Bio-Medical Technicians, Social Workers, Dieticians, Clinical Educators, managerial employees, guards, confidential employees, and supervisors as defined in the Act.

Eligible to vote are all per diem employees in the units who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.",24,"","","",22,33.76437,-116.339766,"Palm Desert, CA 92211",1,"place","TIGER/Line® dataset from the US Census Bureau","Palm Desert","Riverside County","CA","92211","US",1,33.9342200926141,-115.988906005466,NA,NA
"21-RC-337162","DVA Renal Healthcare, Inc. d/b/a DaVita San Ysidro Dialysis Center","Region 21, Los Angeles, California","Open","03/04/2024","","","San Diego","CA","","","","",NA,NA,"Service Employees International Union, United Healthcare Workers - West",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",35,"","","Included:  CCHT, PCT, RN, Administrative Assistants, LVN, PCT Trainee, Charge RN, Charge Nurse, Secretary.


Excluded:  All other employees including supervisors and guards as defined by Act.
",NA,32.724103,-117.170912,"San Diego, CA 92101",1,"place","TIGER/Line® dataset from the US Census Bureau","San Diego","San Diego County","CA","92101","US",1,32.7311676605454,-116.980063052032,NA,NA
"21-RC-338330","DVA Renal Healthcare, Inc. d/b/a DaVita San Ysidro Dialysis Center","Region 21, Los Angeles, California","Open","03/20/2024","","","San Diego","CA","","","","",NA,NA,"Service Employees International Union, United Healthcare Workers - West",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",4,"","","",NA,32.724103,-117.170912,"San Diego, CA 92101",1,"place","TIGER/Line® dataset from the US Census Bureau","San Diego","San Diego County","CA","92101","US",1,32.7056969993132,-116.960043184574,NA,NA
"21-RC-343921","Better Buzz Coffee Company, LLC","Region 21, Los Angeles, California","Open","06/07/2024","","","San Diego","CA","A","Single Labor Organization","Initial","07/08/2024",36,NA,"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION* LOCAL 135",23,"",NA,"",NA,4,27,"",2,"","United Food and Commercial Workers International Union, Local No. 135","Included:  All full-time and regular part-time baristas, training ambassadors, lead shift supervisors, and shift supervisors employed by the Employer at the facility currently located at 8347 Mira Mesa Boulevard, San Diego, California. 

Others Permitted to Vote:  The parties have agreed that Assistant General Managers may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.

Excluded: All other employees, general managers, managers in training, managers in waiting, office clerical employees, professional employees, guards, and supervisors as defined in the Act.   

Eligible to vote are all employees in the unit who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.  

","","","",33,"","United Food and Commercial Workers International Union, Local No. 135","Including: All full-time and regular part-time baristas, training ambassadors, lead shift 
supervisors, and shift supervisors employed by the employers at the facility currently located at 8347 Mira Mesa Blvd, San Diego, California, 92126. 

Excluding: All other employees, general managers, assistant managers, managers in training, managers in waiting, office clerical employees, professional employees, guards, confidential employees, and supervisors as defined in the Act.",36,32.724103,-117.170912,"San Diego, CA 92101",1,"place","TIGER/Line® dataset from the US Census Bureau","San Diego","San Diego County","CA","92101","US",1,32.5982287276852,-116.683583579607,NA,NA
"21-RC-344126","Clinicas de Salud del Pueblo, Inc. d/b/a Innercare","Region 21, Los Angeles, California","Open","06/10/2024","","","El Centro","CA","A","Single Labor Organization","Initial","07/26/2024",463,5,"SEIU , United Healthcare Workers - West",132,"",NA,"",NA,214,346,"",15,"","","INCLUDED:	All regular full-time, part-time, and per diem Administrative Assistants, Assistant Managers, Behavioral Health Case Managers, Behavioral Health Medical Assistants, Behavioral Health Patient Representatives, Billers (I, II), Billing Clerks (I, II), Bookkeepers, Breastfeeding Coordinators, Call Center Patient Representatives, Call Center Support, Case Managers, Certified Professional Coders, Clerks, Coders, Communications, Community Health Workers (I, II), Coordinators, Credentialing Specialists, Dental Assistants, Dental Assistants/Patient Representatives, Dental Patient Representatives, Drivers, Education Counselors, ECM Community Health, Financial Analysts, Greeters, Health Navigators, HEDIS Patient Representatives, Housekeepers, Internal Auditor Specialists, IT Programmer Analysts, IT Support Technicians, IT Systems Analysts,  Janitors, Junior Systems Specialists, Laboratory Assistants, Lead Behavioral Case Manager, Lead Medical Assistants, Lead Patient Representatives, Lead Referral Coordinators, Lead Registered Dental Assistants, Licensed Vocational Nurses, Maintenance Workers, Marketing and Outreach Specialists, Medical Assistants/Referral Clerks, Medical Assistants (I, II, III), Medical Assistant/Phlebotomists, Medical Assistant/Scribes, Medical Records Representatives, Medical Records/Patient Representatives, Nutrition Assistants, Nutritionists, Occupational Health Coordinators, Optometrist Assistants, Orthopedic Technicians, Outreach & Enrollment Specialists, Patient Representatives, Payroll Assistants, PBX Operators, Pharmacy Clerks, Pharmacy Delivery Drivers, Pharmacy Technicians (I, II), Phlebotomists (I, II, Float), Prep Case Managers, Prior Authorization Specialists, Purchasing Buyers, Purchasing Buyers/Bookkeepers, Purchasing Clerks, QI/QA Administrative Assistant, QI/QA Coordinator, Radiology Technicians, Radiology Coordinators, Receptionists, Referral Clerks, Referral Coordinators, Referrals Assistant Managers, Regional Breastfeeding Liaison, Registered Dental Assistant, Registration Coordinators,, Risk Managers, Schedulers, Scribes, Sonographers, Substance Abuse Counselors, Surgery Schedulers, Telehealth Technicians, Ultrasound Technicians, Ultrasound Technicians OB, WIC Nutrition Support, WIC Patient Representatives and X-Ray Technicians employed by the Employer at its California facilities currently located at 1415 West Hobson Way, Blythe; 900 Main Street, Brawley; 223 West Cole Boulevard, Calexico; 50249 Cesar Chavez, Suite K, Coachella; 1023 East Florida Avenue, Hemet; 91-275 66th Avenue, Suite 500, PO Box 1378, Mecca; 8027 Highway 111, Niland; 1166 K Street; Brawley; 1289 South Marina Drive, PO Box 5720, Salton City; 900 Main Street, Brawley; 852 East Danenberg Drive, El Centro; 283 Main Street, Unit 102, PO Box 1279, Brawley; 233 West Cole Boulevard, Calexico; 91275 66th Avenue, Suite 300, PO Box 1378, Mecca; 91-275 66th Avenue, Suite 200, Mecca; 561 East Street; Brawley; 2451 Rockwood Avenue, Suite 109, Calexico; 2600 Thomas Drive, El Centro and 2133 Winterhaven Drive, Winterhaven.

Also eligible to vote are all employees in the unit who have worked an average of 4 hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.
	
EXCLUDED:	All other employees, confidential employees, professional employees, managerial employees, guards, and supervisors as defined in the Act.

Others Permitted to Vote: The parties have agreed that Edgar Gutierrez may vote in the election but his ballots will be challenged since his eligibility has not been resolved.  No decision has been made regarding whether this individual is included in, or excluded from, the bargaining unit.  The eligibility or inclusion of this individual will be resolved, if necessary, following the election.","","","",480,"","","Included: All regular full-time, part-time, and per diem Administrative Assistants, Assistant Managers, Associate Referral Specialists, Behavioral Health Case Managers, Behavioral Health Medical Assistants, Behavioral Health Navigators, Benefit Counselors, Behavioral Health Patient Representatives, Billers (I, II), Billing Clerks (I, II), Bookkeepers, Breast Feeding Coordinators, Call Center Patient Representatives, Case Managers, Certified Professional Coders, Clerks, Clinical Quality Imaging Specialists, Coders, Communications, Community Health Workers (I, II), Coordinators, Credentialing Specialists, Community Health Workers (I, II), Dental Area Administrators, Dental Assistants, Dental Assistants/Patient Representatives, Dental Patient Representatives, Drivers, ECM Community Health, Financial Analysts, Greeters, Health Navigators, HEDIS Patient Representatives, Housekeepers, Internal Auditor Specialists, IT Programmer Analysts, IT Support Technicians, IT Systems Analysts, IT Systems Engineers, Janitors, Junior Systems Specialists, Laboratory Assistants, Laboratory Supervisors, Lead Medical Assistants, Lead Patient Representatives, Lead Referral Coordinators, Lead Registered Dental Assistants, Lead Phlebotomists, Licensed Vocational Nurses, Maintenance Workers, Marketing and Outreach Specialists, Medical Assistants/Referral Clerks, Medical Assistants (I, II, III), Medical Assistant/Phlebotomists, Medical Asisstant/Scribes, Medical Records Representatives, Medical Records/Patient Representatives, NexGem RCM Services, Occupational Health Coordinators, Optometrist Assistants, Orthopedic Technicians, Outreach & Enrollment Specialists, Patient Representatives, Payroll Assistants, PBX Operators, Pharmacy Clerks, Pharmacy Compliance, Pharmacy Delivery Drivers, Pharmacy Technicians (I, II), Phlebotomists (I, II, Float), Prep Case Managers, Prior Authorization Specialists, Programmer Analyst Mangers, Purchasing Buyers, Purchasing Buyers/Bookkeepers, Purchasing Clerks, QI/QA Coordinator, Radiology Technicians, Radiology Coordinators, Receptionists, Referral Patient Representatives, Referral Clerks, Referral Coordinators, Referrals Assistant Managers, Regional Breastfeeding Liaisons, Registered Dental Assistant, Registered Dietitian Nutrition, Registration Coordinators, Research Assistants, Risk Managers, Schedulers, Scribes, Sonographers, Substance Abuse Counselors, Surgery Schedulers, Telehealth Technicians, Ultrasound Technicians, Workforce Development,  and X-Ray Technicians. 

Excluded: All other classifications, statutory supervisors, guards, and confidential employees.",463,32.770275,-115.598602,"El Centro, CA 92243",1,"place","TIGER/Line® dataset from the US Census Bureau","El Centro","Imperial County","CA","92243","US",1,32.5673193239901,-115.766915622242,NA,NA
