"Case Name","Case Number","Case Type",City,"Date Closed","Date Filed","Employees on charge/petition","Reason Closed",Region,State,Status,Union,"Unit Sought",Voters
"Centerline Logistics Corporation, Leo Marine Services, Inc. and Olympic Tug and Barge, a single employer",32-RC-275310,R,Alameda,,04/07/2021,27,,"Region 32, Oakland, California",CA,Open,,"Included: All full-time and regular part-time employees, including all mates, junior mates, tankermen, chief engineers/deckhands, licensed engineers/deckhands, engineer deckhands, deckhands I, deckhands II, entry level deckhands, and barge deckhands in the San Francisco Bay Area region based at 321 A Avenue, Alameda, CA 94501.

Excluded: Managers, guards, supervisors as defined by the Act, confidential employees, office clerical employees, irregular part-time employees, and temporary employees.
",
"Huntington Ingalls Shipbuilding",15-RC-275949,R,Pascagoula,,04/21/2021,14,,"Region 15, New Orleans, Louisiana",MS,Open,,"Included:  All full-time and regularly scheduled employees classified as firefighters including firefighter 4 (lead worker), firefighter 3, firefighter 2 (all firefighters are qualified as emergency medical technicians and paramedics) at the employers facility located at 1000 Jerry St. Pe Hwy, Pascagoula, MS

Excluded:  Fire Chief, fire inspectors, fire prevention auditors, safety employees, maintenance employees, apprentices (production and maintenance dept), all material men, material support employees (material expediters and material supply clerks), tool room employees and plant and office clerical employees, (drawing clerks, key machine operators, mail carriers,office clerks, reproduction clerks, senior office clerks and senior reproduction clerks),  office janitors, technical employees (mt-pt inspectors, optical detailers, radiographic employees, in plant production dept, including security officers, all pattern makers (and apprentices), all time keepers, apprentices, technical aids, junior designers, designers, senior designers and supervisors, as defined in the act.",
"Western Egyptian Economic Opportunity Council",14-UC-275666,R,Steeleville,,04/15/2021,54,,"Region 14, Saint Louis, Missouri",IL,Open,,"Present unit:  Included:  All full-time and part-time non-supervisory employees in the Head Start Program.  Excluded:  Head Start Program Director, Center Operations Manager, Family and Community Partnership Manager, Health Manager, Site Supervisors employed by the Western Egyptian Economic Opportunity Council, and one Administration Assistant.  Proposed unit:  Included:  All full-time and part-time non-supervisory employees, including Parent Involvement Specialists, in the Head Start Program.  Excluded:  Head Start Program Director, Center Operations Manager, Family and Community Partnership Manager, Health Manager, Site Supervisors employed by the Western Egyptian Economic Opportunity Council, and one Administration Assistant.",
"SCI California Funeral Services, Inc. d/b/a Glen Abbey Memorial Park",21-RC-275942,R,Bonita,,04/21/2021,13,,"Region 21, Los Angeles, California",CA,Open,,"Included:  All full-time and regular part-time cemetery service specialists and maintenance workers employed by the Employer at its facility located at 3838 Bonita Road, Bonita, CA

Excluded:  All other employees, administrative employees, office clerical employees, professional employees, managers, guards and supervisors as defined by the Act.
",
"The Atlanta Opera, Inc.",10-RC-276292,R,Atlanta,,04/28/2021,16,,"Region 10, Atlanta, Georgia",GA,Open,,"Included: All Make-Up Artists and Hair Stylists employed by the Employer. Excluded: All other employees, including all clerical workers, managers, guards, and supervisors as defined by the Act.",
"Waste Management of PA, Inc., d/b/a Delaware Valley North",04-RC-276410,R,Bristol,,04/30/2021,110,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included:  all drivers and all mechanics from the home base of 1224 Hayes Boulevard, Bristol, PA

Excluded:  office personnel, clerks, dispatchers, guards, supervisors, laborers
",
"Waste Management of Fairless, LLC",04-RC-276034,R,Morrisville,,04/22/2021,47,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included:  All full-time and regular part-time equipment operators and mechanics employed by the Employer at its 1000 New Ford Mill Road, Morrisville, PA facility. 

Excluded:  All other employees, office personnel, weighmasters, clerks, electricians, laborers, guards, and supervisors as defined in the Act.",50
"Western Egyptian Economic Opportunity Council",14-UC-275986,R,Steeleville,,04/22/2021,54,,"Region 14, Saint Louis, Missouri",IL,Open,,"Included:  All full-time and part-time non-supervisory employees, including Parent Involvement Specialists and Disability Specialists, in the Head Start Program.  Excluded:  Head Start Program Director, Center Operations Manager, Family and Community Partnership Manager, Health Manager, Site Supervisors employed by the Western Egyptian Economic Opportunity Council, and one Administration Assistant.",
"OHIO RIVER VALLEY ENVIRONMENTAL COALITION, INC.",09-RC-276218,R,Huntington,,04/26/2021,6,,"Region 09, Cincinnati, Ohio",WV,Open,,"Included: All non-management employees.  Excluded: Human resources and management.",
"FOX TELEVISION STATIONS, LLC",18-RC-273053,R,"Brown Deer",,02/22/2021,34,,"Region 18, Minneapolis, Minnesota",WI,Open,,"Included: All full and part time Photojournalists including the Chief Photographer and Director of Photography, Multimedia Journalists, and Editors.

Excluded: Clericals, administrative staff, managers, and other statutorily excluded employees.
",32
"Lufthansa Aviation Training USA, Inc.",28-RD-276160,R,Goodyear,,04/22/2021,11,,"Region 28, Phoenix, Arizona",AZ,Open,,"INCLUDED:  All instructor pilots

EXCLUDED:  All standards pilots, managers, maintenance, supporting personnel",
"Elko, Inc. dba Coach USA",32-RC-276440,R,Winnemucca,,04/30/2021,48,,"Region 32, Oakland, California",NV,Open,,"Included: All regular full and part-time drivers, mechanics and dispatchers (Winnemucca facility).

Excluded: Clericals, sales people, supervisors and guards as defined by the Act.",
"Donut Friend, Inc.",31-RC-276462,R,"Los Angeles",,04/30/2021,32,,"Region 31, Los Angeles, California",CA,Open,,"INCLUDED:  Donut Friend, Senior Donut Friend, Shift Lead/Supervisor, Baker, Assistant Baker, Fryer, Kitchen Supervisor, Dishwasher.

EXCLUDED:  General Manager, Kitchen Manager, Owner.",
"Keolis Transit Services, LLC",05-RM-275681,R,Leesburg,,04/15/2021,94,,"Region 05, Baltimore, Maryland",VA,Open,,"Included: Driver/Operators, Dispatchers, Road Supervisors, Maintenance Foreman, Mechanic, Utility Workers, and Parts Clerks.

Excluded: All other employees, Office clericals, Guards and Supervisors as defined in the Act.",
"Jones Lang Lasalle Americas, Inc.",01-RC-276014,R,Andover,,04/22/2021,10,,"Region 01, Boston, Massachusetts",MA,Open,,"Included:  All workers performing the work of operating the central power plant and the co-generation facility. Excluded: All others as defined in the Act.",
"Voodoo Doughnut, LLC",19-RC-273458,R,Portland,,03/01/2021,18,,"Region 19, Seattle, Washington",OR,Open,,"Included: all full time and part time doughnuteer workers. Excluded: all shift managers & managerial staff.",
"Easy Rental Equipment, Inc.",12-RC-273568,R,Ponce,,03/02/2021,17,,"Region 12, Tampa, Florida",PR,Open,,"Included: All the full time and regular part time crane operators employed by the employer at its Ponce facilities Excluded: All other employees, office clerical employees, professional employees, confidential employees, guards and supervisors as defined by the Act",5
"Imperial Crane Services, Inc.",13-RC-276523,R,Bridgeview,,05/03/2021,56,,"Region 13, Chicago, Illinois",IL,Open,,"Included:
All full-time and regular part-time Craft Foreman, Operators, Oilers, Technicians, Field
Mechanics, Shop Mechanics, Apprentices, Parts Runners/Drivers, CDL Drivers, Non-CDL
Drivers, and Yardmen employed by or assigned from the Employer’s facilities currently located
in Bridgeview, Illinois; LaSalle, Illinois; and Griffith, Indiana.
Excluded:
Office and clerical employees, professional employees, sales representatives, guards and
supervisors as defined under the Act.",
"Champion Container Corporation",22-RC-276607,R,Paterson,,05/04/2021,7,,"Region 22, Newark, New Jersey",NJ,Open,,"Included:
All full time and regular warehouse employees, forklift operators and drivers

Excluded:
All other employees, guards and supervisors",
"MarinHealth Medical Center (formerly Marin General Hospital)",20-UC-276157,R,"San Francisco",,04/26/2021,100,,"Region 20, San Francisco, California",CA,Open,,"Included:  Hospital radiology and pharmacy technician classifications as defined in Article 4 of the parties current CBA.  Excluded:  All other Hospital employees",
"Leidos Inc.",19-RC-276664,R,Spanaway,,05/05/2021,32,,"Region 19, Seattle, Washington",WA,Open,,"Included:  All full time and regular part time MFLC employed by the Employer and assigned to Schools, Health Steps and Child Development Center(s) Youth Camps in the state of Washington.

Excluded:  All other employees, clerical employees, guards, and supervisors as defined by the Act.",
"Sabel Systems Technology Solutions, LLC",20-RC-273511,R,Honolulu,,03/02/2021,7,,"Region 20, San Francisco, California",HI,Open,,"Included:  Analyst, Senior Analyst

Excluded: Project Manager",8
"Asplundh Tree Expert, LLC",14-RC-275938,R,Polo,,04/21/2021,4,,"Region 14, Saint Louis, Missouri",MO,Open,,"Included:  All full-time employees performing line clearance tree trimming work on the Farmer's Electric Property.  Excluded:  Mechanical mowing employees, managerial employees, office clerical employees, professional employees, guards and supervisors as defined in the Act, and all other employees.",
"Land O'Lakes, Inc.",08-RC-276388,R,Massillon,,04/29/2021,28,,"Region 08, Cleveland, Ohio",OH,Open,,"Included: All full-time and part-time production, maintenance and warehouse employees. Excluded: All professional, office clerical, supervisory and line-lead employees.",
"LK Auto Sales, Inc., d/b/a Toyota of Vineland",04-RC-276058,R,Vineland,,04/22/2021,9,,"Region 04, Philadelphia, Pennsylvania",NJ,Open,,"Included:  All full time and regular part-time new and used car and truck salesmen

Excluded:  All other employees, including, but not limited to, office, clerical, guards and supervisors as defined in the Act

",
"Champion Enterprises, Inc.",28-RC-276307,R,"Fort Bliss",,04/27/2021,4,,"Region 28, Phoenix, Arizona",TX,Open,,"INCLUDED:  All full time, regular part time, on call Aviation Supply technicians, Production Control Technicians, Ground Support Equipment Technicians employed by the Employer at Fort Bliss TX Bldg 11108 CSME Slewitzkes, El Paso, TX 79904

EXCLUDED:  All other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act.",
"Virtua Willingboro Hospital, Inc.",04-RC-276480,R,Willingboro,,04/30/2021,187,,"Region 04, Philadelphia, Pennsylvania",NJ,Open,,"Included: All full-time, part-time and per diem eligible employees in the following titles:  Registered Nurse; Registered Nurse Float; Registered Nurse Tier I PD; Registered Nurse Tier II PD; Registered Nurse Tier III PD Excluded: All other titles; professional employees; technical employees; confidential employees; managers; guards; office clerical employees and supervisors as defined in the Act.",
"Longmont United Hospital",27-RC-275868,R,Longmont,,04/20/2021,219,,"Region 27, Denver, Colorado",CO,Open,,"All full-time, regular part-time and per diem registered nurses employed by the Employer at its facility located at 1950 Mountain View Ave., Longmont, CO 80501; excluding all other employees, including RN's employed by other entities, registries or agencies providing outside labor to the Employer,  office clerical employees, nurse administrators, mangerial employees, confidential employees, guards and supervisors within the meaning of the Act.",
"UNF West, Inc., a/k/a United Natural Foods",21-RC-273819,R,"San Diego",,03/08/2021,6,,"Region 21, Los Angeles, California",CA,Open,,,3
"Nexstar Media Inc d/b/a WSYR-TV",03-RC-275968,R,Syracuse,,04/22/2021,3,,"Region 03, Buffalo, New York",NY,Open,,"Included: Armous Globe election to include all full and regular part-time Digital Reporters and Digital Producers into existing unit Excluded: All Managers, clericals, and statutorily excluded employees",2
"INCOTEC Integrated Coating and Seed Technology, Inc.",32-RC-275865,R,Salinas,,04/19/2021,15,,"Region 32, Oakland, California",CA,Open,,"Included: Production 
Excluded: All other employees, guards, office clerical, supervisors lab, maintenance, shipping & receiving and seedtech.",
"Paragon Systems, Inc.",31-UD-276314,R,Pasadena,,04/28/2021,50,,"Region 31, Los Angeles, California",CA,Open,,"Included: All full-time and part-time Security Officers,(as certified by the NLRB on September 2, 2010, Case No. 21-RC-02122)

Excluded: Office and clerical employees, and supervisors as defined in the Act.",
"Imperfect Foods",19-RC-276605,R,Clackamas,,05/04/2021,50,,"Region 19, Seattle, Washington",OR,Open,,"Included: All delivery drivers and lead drivers at the Clackamas and Portland locations. Excluded: All other employees.",
"CDA Inc. d/b/a MaxSent",05-RC-276511,R,Baltimore,,05/03/2021,67,,"Region 05, Baltimore, Maryland",MD,Open,,"Included: All full-time and part-time armed and unarmed protective security officers (PSO) performing guard duties as defined in Section 9(b)(3) of the National Labor Relations Act, employed by MaxSent@6100 Wabash Ave. Baltimore, MD 21215 
Excluded: All office clerical employees, professional employees and supervisors as defined by the Act. 
",
"Animal Supply Company, LLC",19-RD-276731,R,Tacoma,,05/05/2021,10,,"Region 19, Seattle, Washington",WA,Open,,"Included:  

Warehouse and drivers.

Excluded:  

Branch Manager, Assistant Branch Manager, Transportation Manager, Receiving and Shipping Supervisors.",
"Montefiore Medical Center",02-RC-274872,R,Bronx,,03/30/2021,8,,"Region 02, New York, New York",NY,Open,,"Included:
All full time and regular part time security officers employed at Westchester SQ MC

Excluded:
Per diem security officers, locksmith, and all other employees and supervisors",
"Community Help in Park Slope, Inc., dba CHiPS",29-UC-274990,R,Brooklyn,,03/30/2021,8,,"Region 29, Brooklyn, New York",NY,Open,,"Included: All full time and regular part-time kitchen pantry shelter employees, including: director of food services; director of shelter services; developmental volunteer coordinator; program coordinator; and building superintendent employed by the Employer at its 200 4th Avenue, Brooklyn, New York location

Excluded: All other employees including guards, office clerical, managers and supervisors as defined by the Section 2 (A) of the Act.",
"Lockheed Martin d/b/a Lockheed Martin Rotary Mission Systems",28-RC-273421,R,Glendale,,02/26/2021,5,,"Region 28, Phoenix, Arizona",AZ,Open,"International Association of Machinists & Aerospace Workers, Local Lodge No. 519","INCLUDED:  All full-time and regular part-time F-35 Information Systems Analysts and Systems Administrators performing work at the F-35 Academic Training employed by the Employer at Luke AFB, AZ

EXCLUDED:  Managers, supervisors, Clerical Workers, and all other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act.",8
"Kosher Garden, Inc. DBA Pomegranate Supermarket",29-RC-276343,R,Brooklyn,,04/28/2021,72,,"Region 29, Brooklyn, New York",NY,Open,,"Included: All regular full-time and part-time nonsupervisory personnel Excluded: Office clerical and supervisors as defined by the national labor relations act as amended",
"SAFEWORKS, LLC D/B/A SPIDER BY BRANDSAFWAY",09-RC-275848,R,Jeffersonville,,04/20/2021,9,,"Region 09, Cincinnati, Ohio",IN,Open,,"Included: All mechanics and warehouse employees.  Excluded: Professional employees, clerical employees, and supervisors as defined in the Act.",
"United Natural Foods West, Inc.",28-RC-276317,R,"Las Vegas",,04/28/2021,5,,"Region 28, Phoenix, Arizona",NV,Open,,"INCLUDED:  All drivers employed by the Employer at its Las Vegas facility

EXCLUDED:  All other employees, clerical, confidential, professional, managerial/sups, guards",
"Paradigm Packaging East, LLC",22-UD-276488,R,"Saddle Brook",,05/03/2021,36,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: Full-time and regular part-time employees.

Excluded: Managers and Supervisors as defined in the Act.








































































































































",
"Keystone Foods, a Subsidiary of Tyson Foods",10-RC-276458,R,Gadsden,,04/30/2021,21,,"Region 10, Atlanta, Georgia",AL,Open,,"Included: Maintenance Employees Excluded: Office, clerical, nurses, sales, professional, orientation trainers, guards, and supervisors.",
"REFRESCO BEVERAGES US INC.",22-RC-276628,R,Wharton,,05/05/2021,250,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: All full time and regular part time hourly production and maintenance employees,
employed by the employer at its facility at 92 N. Main Street, Wharton, New Jersey 07885.
Excluded: All clerical employees, managers, guards, and supervisors as defined by the Act",
"First Student",29-RC-277000,R,Bellport,,05/12/2021,6,,"Region 29, Brooklyn, New York",NY,Open,,"Included:
AI Mechanics (TECHS) ,Fuelers, Maintenance , Dispatch & Clerical Workers
Excluded:
All Managers D rivers and Driver Assistants.",
"A. Finkl & Sons Co. d/b/a Finkl Steel – Chicago",13-RC-277118,R,Chicago,,05/14/2021,4,,"Region 13, Chicago, Illinois",IL,Open,,"Included: All VAR Operators

Excluded: All other workers, office, clerical, guards & supervisors as defined by the Act.",
"Ceco Concrete Construction, L.L.C.",19-RC-275148,R,Seattle,,04/05/2021,10,,"Region 19, Seattle, Washington",WA,Open,"Cement Masons & Plasterers Local 528 affiliated with Operative Plasterers and Cement Masons International Association","Included: All full time and regular part time Cement Mason Journeyman and Apprentices employed by the employer. Clallum, Cowlitz, Grays Harbor, Island, Jefferson, King, Kitsap, Lewis, Mason, Pacific, Pierce, San Juan, Skagit, Snohomish, Thurston, Wahkiakum and Whatcom Counties. Excluded: All other employees, (including those represented by other Unions.) Guards and Supervisors.",17
"Action Facilities Management, Inc.",05-RC-276347,R,Quantico,,04/29/2021,39,,"Region 05, Baltimore, Maryland",VA,Open,,"Included: All fulltime and regular part-time employees employed by the employer at the FBI Academy in Quantico, VA engaged in skilled maintenance and operations.  Excluded: All clerical employees, all managerial employees, all confidential employees, all professional employees , all guards and supervisors as defined by the Act.",
"Duke University",10-RC-276475,R,Durham,,05/03/2021,77,,"Region 10, Atlanta, Georgia",NC,Open,,"Included:  All full-time and regular part-time employees.

Excluded:  Supervisors, managerial employees, and confidential employees as defined in the Act.
",
"Mount Alverno Center",02-RC-276842,R,Warwick,,05/10/2021,70,,"Region 02, New York, New York",NY,Open,,"Included:
All full-time and regular part-time, including per diem*, non-professional employees, including LPNs
(Per Diem is defined as employees who worked an average of four or more hours per week for the thirteen week period immediately preceding the payroll eligibility date.)

Excluded:
All other employees, guards, and supervisors as defined in the Act.",
"Brock & Company, Inc.",01-RC-275171,R,Farmington,,04/05/2021,18,,"Region 01, Boston, Massachusetts",CT,Open,"UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 371","Included: All full and regular part time food service workers 
Excluded: All office clerical and supervisors as defined in the Act
",18
"Jones Lang Lasalle Americas, Inc.",01-RC-276974,R,Andover,,05/11/2021,30,,"Region 01, Boston, Massachusetts",MA,Open,,"Included:  All full-time and regular part time skilled maintenance employees employed by the Employer at the Pfizer facility in Andover, Massachusetts, including those in the job classifications of HVAC technician, plumber, electrician, and mechanic/millwright,

Excluded:  All other employees, office and clerical employees, guards, statutory supervisors and managers.",
"Midwest Air Traffic Control Service, Inc.",18-RC-277109,R,"Rapid City",,05/13/2021,4,,"Region 18, Minneapolis, Minnesota",SD,Open,,"Included: All full-time and regular part-time air traffic control specialists employed at the Rapid City Regional Airport Air Traffic Control Tower (RAP). Excluded: All other employees, managers, guards, and supervisors as defined by the Act.",
"Architectural Sheet Metal Incorporated",19-RC-276064,R,Puyallup,,04/21/2021,36,,"Region 19, Seattle, Washington",WA,Open,,"Included:  

All full-time and regular part-time architectural sheet metal workers.

Excluded:  

All other employees, guards, and supervisors as defined by the Act.",
"Lutheran Homes of Michigan d/b/a Wellspring Lutheran Services",07-RD-276540,R,Frankenmuth,,05/03/2021,17,,"Region 07, Detroit, Michigan",MI,Open,,"Included: Nursing and Social Work

Excluded: NA",
"JDRC Managed Services, LLC",25-RC-277108,R,Champaign,,05/13/2021,23,,"Region 25, Indianapolis, Indiana",IL,Open,,"Included: All full-time and part-time Wellness Advisors, and Agents In Charge

Excluded:
Managers, supervisors and security guards as defined by the Act",
ExxonMobil,15-RD-277466,R,"Baton Rouge",,05/21/2021,155,,"Region 15, New Orleans, Louisiana",LA,Open,,"Included:  ExxonMobil Operation and Maintenance Wage Earners

Excluded:  ExxonMobil Salary and Lab Wage",
"Zap Enterprises LLC dba Greenworks Cannabis, dba Greenworks N.W.",19-RC-276359,R,Seattle,,04/28/2021,17,,"Region 19, Seattle, Washington",WA,Open,,"Included:  Budtender, Budtender/Security, Budtender/Inventory, all non-supervisory employees.

Excluded:  Supervisors and guards as defined by the Act.",
"The Trustees of Fryeburg Academy",01-RC-276720,R,Fryeburg,,05/06/2021,4,,"Region 01, Boston, Massachusetts",ME,Open,,"Included:  Full time school counselors and social workers. Excluded substitute teachers, part-time teachers, summer school teachers.",
"Dignity Community Care and its subsidiary Dignity Health Medical Foundation d/b/a/Dignity Health Mercy Medical Group-Behavioral Health Department",20-RC-276822,R,Sacramento,,05/07/2021,14,,"Region 20, San Francisco, California",CA,Open,,"Included:  Administration Rep, LVN, Billing Specialist, Lead Billing Specialist, Lead Associate Acute
Care II/ LVN, Associate Acute Care.
Excluded:  All other classifications, including but not limited to guards, managers, confidential employees and supervisors as defined
by the Act.",
"People First Federal Credit Union",04-RC-277370,R,Allentown,,05/19/2021,7,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"INCLUDED: Asset Recovery Clerks, Collection Clerks
CURRENTLY INCLUDED: Support Clerk, Teller, Assistant Head Teller, Head Teller,
Product Specialist MSC, Product Specialist, New Accounts/Lending, Accounting
Specialist, Product Specialist Real Estate, and Core Specialist
CURRENTLY EXCLUDED: Supervisors, Management & Guards
",
"DB Schenker",14-RC-277556,R,Edwardsville,,05/24/2021,65,,"Region 14, Saint Louis, Missouri",IL,Open,,"Included:  All full-time drivers working for DB Shenker based out of 3 Gateway Commerce Center Drive East, Edwardsville, IL 62025.  Excluded:  Office clerical, professional employees, managers, guards and supervisors as defined by the Act.",
"SSB Manufacturing Company",10-RC-274633,R,Charlotte,,03/25/2021,13,,"Region 10, Atlanta, Georgia",NC,Open,,"Included: Truck Drivers Excluded: Supervisors, managers ,maintenance, warehouse , clerical /office and all non- drivers",
"Riverside Healthcare System, L.P., d/b/a Riverside Community Hospital",21-RC-276996,R,Riverside,,05/11/2021,6,,"Region 21, Los Angeles, California",CA,Open,,"Included:  All FT, regulart PT & perdiem Registered Nurses as surgical center (Armour-Globe)

Excluded:  All other employees, charge nurses, managers, guards & supervisors under the Act.",
"XPO Logistics Freight, Inc.",22-RD-275352,R,Trenton,,04/09/2021,27,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: All full-time and regular part-time driver sales representatives employed by XPO
Logistics Freight, Inc. at its Mercerville, New Jersey facility.
Excluded: All office clerical employees, dockworkers, maintenance employees, leased employees,
temporary employees, confidential employees, managerial employees, professional employees,
guards and supervisors as defined in the Act, and all other employees.",
"GI Industries dba Waste Management",31-RC-275296,R,"Simi Valley",,04/08/2021,186,,"Region 31, Los Angeles, California",CA,Open,,"Included: All full-time and part-time residential drivers, commercial drivers, roll-off drivers, rent-a-bin drivers, valet drivers, lift-gate/bulk drivers, heavy equipment operators, relief drivers, helpers,
scout drivers, maintenance department employees, mechanics, diesel technicians, preventive technicians, welders, painters, and general laborers. 

Excluded: All office, clerical, and administrative employees, and all guards, managers, and supervisors as defined in the Act.",
"Road Machinery and Supplies Co., Inc.",18-RC-277507,R,Negaunee,,05/21/2021,6,,"Region 18, Minneapolis, Minnesota",MI,Open,,"All full-time and regular part-time employees, service employees and warehouse employees employed by the Employer's Negaunee, MI facility; excluding guards and supervisors as defined in the Act.",
"Nexstar Broadcasting, Inc. d/b/a KOIN-TV",19-RD-277510,R,Portland,,05/20/2021,27,,"Region 19, Seattle, Washington",OR,Open,,"Included: All regular full-time and regular part-time engineers and production employees. Excluded: Chief engineer, office clericals, professionals, guards and supervisors as defined in the Act, and all other employees of KOIN-TV.",
"DeLaurenti Food and Wine",19-RC-277500,R,Seattle,,05/21/2021,28,,"Region 19, Seattle, Washington",WA,Open,,"Included: 

All non-supervisory employees.

Excluded: 

Owners and managers.",
"Teal Lake Senior Living Community, Inc.",18-RD-276706,R,Negaunee,,05/05/2021,27,,"Region 18, Minneapolis, Minnesota",MI,Open,,"All full-time and regular part-time Housekeeping, Maintenance, Reception, Activities, Direct Care, and Dietary employees employed by the Employer at its Negaunee, Michigan facility; but excluding LPNs, RNs, managers, confidential employees, and supervisors as defined in the Act.",
"Pacific Northwest Regional Council of Carpenters",19-RC-277637,R,Kent,,05/25/2021,24,,"Region 19, Seattle, Washington",WA,Open,,"Included:  Representatives, Leads, Market Recovery Rep., Regional Manager, Contract Reps.

Excluded:  All other employees, probationary employees, supervisors, and confidential employees.",
"Higher Limits Development, Inc..",04-RC-276264,R,"Huntingdon Valley",,04/28/2021,7,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included: All full time electricians, Electrician Helpers/Apprentices employed by Higher Limits.  Excluded: Guards, Delivery Drivers, Clerical, Supervisors, and all others excluded under the Act.",12
"Centerline Logistics Corporation, Leo Marine Services, Inc. and Olympic Tug and Barge, a single employer",21-RC-275324,R,"Long Beach",,04/08/2021,25,,"Region 21, Los Angeles, California",CA,Open,,"Included: Chief Engineer/Deckhand, Licensed Engineer/Deckhand, Engineer Deckhand, Deckhand I, Deckhand II, Entry Level Deckhand and Barge Deckhand

Excluded: Guards, Statutory Supervisors, Managers, Tankermen and Clerical employees",
"UPS Supply Chain Solutions, Inc.",15-RC-276907,R,Memphis,,05/11/2021,30,,"Region 15, New Orleans, Louisiana",TN,Open,,"Included:  All full time and regular part time warehouse, receivers, packers and fork lift operator

Excluded:  All managers and office employees, and all guards and supervisors as defined by the ACT.",
"BOMBARDIER MASS TRANSIT CORPORATION, A DIVISION OF ALSTOM",21-RC-277303,R,Escondido,,05/17/2021,80,,"Region 21, Los Angeles, California",CA,Open,,"Included:  Maintenance work including maintenance of way, signal and equipment; operations and service work for trains.

Excluded:  All other employees, administrative employees, professional employees, professional employees, guards, and supervisors as defined in the Act.",
"Special Applications Group",28-RC-277830,R,"Red Rock",,05/28/2021,22,,"Region 28, Phoenix, Arizona",AZ,Open,,"INCLUDED:  Inflight Instructor Pilot, Aviation Life Support Equipment Technician, Maintenance Test Pilot, Aircraft Simulator Instructor/Operator, Academic Instructor, Quality Assurance Representative

EXCLUDED:  Site manager and all other employees including employees employed by agencies providing outside labor to the employer, managerial, temporary, confidential, guards, and supervisors as defined in the Act.",
"Cargill, Incorporated",25-RC-277401,R,Buffalo,,05/19/2021,19,,"Region 25, Indianapolis, Indiana",IA,Open,,"Included: Warehouse
Excluded: Supervisors, Management",
"La Casa de Don Pedro",22-RC-277796,R,Newark,,05/28/2021,22,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: All full time and part time employees employed in the employer's Youth, Family and Health Resources Division Excluded: All other employees including casual employees, supervisors, directors and management.",
"HealthCentral, LLC d/b/a Moca Modern Cannabis Dispensary",13-RC-276994,R,Chicago,,05/12/2021,40,,"Region 13, Chicago, Illinois",IL,Open,,"Included:
All full-time and regular part-time hourly dispensing agents
Excluded:
All salaried managers, temporary employees, other contracted employees, office clerical employees,
confidential employees, and professional employees, guards and supervisors as defined in the Act.",
"Winter Chevrolet-Honda",32-RC-276377,R,Pittsburg,,04/29/2021,10,,"Region 32, Oakland, California",CA,Open,,"Included:  All service writers performing work at 3750-3850 Century Ct., Pittsburg, California.
 
Excluded:  All sales persons, office employees, mechanics, other employees currently represented by the Union, confidential employees, guards, and supervisors as defined by the Act.",
"Linxx Global Solutions, Inc.",08-RC-277782,R,Sandusky,,05/27/2021,18,,"Region 08, Cleveland, Ohio",OH,Open,,"Included: All full-time and part-time Security Officers employed by the Employer at the NASA Neil Armstrong Test Facility/Plum Brook. Excluded: All clerical employees, professional employees, and supervisors as defined under the Act.",
"Praxair Distribution, Inc.",16-RC-277810,R,Austin,,05/28/2021,10,,"Region 16, Fort Worth, Texas",TX,Open,,"INCLUDED:  All cylinder fillers, material handlers & drivers.

EXCLUDED:  Supervisors, salesmen, clerical, watchmen, guards, home medical employees.",
"Central City Concern",19-RC-274350,R,Portland,,03/18/2021,81,,"Region 19, Seattle, Washington",OR,Open,,,57
"Whitney Museum of American Art",02-RC-277194,R,"New York",,05/17/2021,190,,"Region 02, New York, New York",NY,Open,,"Included:
All full-time and regular part-time professional and on-professional employees of the employer.

Excluded:
All employees represented by another labor organization; all supervisors, managers and confidential employees as defined by the Act.
",
"ALS USA Inc.",19-RC-274885,R,Fairbanks,,03/30/2021,16,,"Region 19, Seattle, Washington",AK,Open,,"Included:  All full-time and part-time employees employed by the Employer and working at or out of its Fairbanks, Alaska facility.  

Excluded:  All confidential employees, office clerical employees, and guards and supervisors as defined in the Act.  

",
"Treat America Food Services d/b/a Company Kitchen",14-RC-275014,R,Lenexa,,04/01/2021,14,,"Region 14, Saint Louis, Missouri",KS,Open,,"Included:  All full-time Merchandiser Route Drivers employed out of the Company's Lenexa, Kansas location.  Excluded:  All temporary employees, warehouse employees, office/clerical employees, dispatchers, managerial employees, professional employees, guards and supervisors as defined in the Act, and all other employees.",
"CRRC Times Electric USA, LLC",21-RC-275447,R,"City Of Industry",,04/12/2021,2,,"Region 21, Los Angeles, California",CA,Open,"International Brotherhood of Electrical Workers Local 11","Included: Full-time and regular part-time production technicians

Excluded: Office clericals, managerials, professionals, guards and supervisors",2
